,DateTime,e,d,spread,level,position,signal,pair1_share,pair2_share,cash,asset
160,2019-10-22 09:45:00,4.54,9.56,0.07477074268918149,1,0,0,0,0.0,5000.0,5000.0
161,2019-10-22 10:00:00,4.61,9.55,0.09133684465288483,1,0,0,0,0.0,5000.0,5000.0
162,2019-10-22 10:15:00,4.6,9.6,0.08285220650024772,1,0,0,0,0.0,5000.0,5000.0
163,2019-10-22 10:30:00,4.58,9.58,0.08101618037917224,1,0,0,0,0.0,5000.0,5000.0
164,2019-10-22 10:45:00,4.58,9.57,0.08227879455261156,1,0,0,0,0.0,5000.0,5000.0
165,2019-10-22 11:00:00,4.58,9.56,0.08354272876201851,1,0,0,0,0.0,5000.0,5000.0
166,2019-10-22 11:15:00,4.57,9.55,0.0826221925504409,1,0,0,0,0.0,5000.0,5000.0
167,2019-10-22 11:30:00,4.56,9.56,0.07916635416221962,1,0,0,0,0.0,5000.0,5000.0
168,2019-10-22 13:15:00,4.56,9.55,0.08043161117062225,1,0,0,0,0.0,5000.0,5000.0
169,2019-10-22 13:30:00,4.54,9.53,0.07857049320694176,1,0,0,0,0.0,5000.0,5000.0
170,2019-10-22 13:45:00,4.54,9.51,0.08111031128640822,1,0,0,0,0.0,5000.0,5000.0
171,2019-10-22 14:00:00,4.54,9.52,0.07983973527751886,1,0,0,0,0.0,5000.0,5000.0
172,2019-10-22 14:15:00,4.56,9.58,0.07663980577937335,1,0,0,0,0.0,5000.0,5000.0
173,2019-10-22 14:30:00,4.57,9.58,0.078830387159192,1,0,0,0,0.0,5000.0,5000.0
174,2019-10-22 14:45:00,4.57,9.59,0.07756909026734182,1,0,0,0,0.0,5000.0,5000.0
175,2019-10-22 15:00:00,4.58,9.7,0.06596677905859205,1,0,0,0,0.0,5000.0,5000.0
176,2019-10-23 09:45:00,4.57,9.63,0.07253702072890156,1,0,0,0,0.0,5000.0,5000.0
177,2019-10-23 10:00:00,4.53,9.61,0.06625917194274145,1,0,0,0,0.0,5000.0,5000.0
178,2019-10-23 10:15:00,4.54,9.61,0.06846424450105526,1,0,0,0,0.0,5000.0,5000.0
179,2019-10-23 10:30:00,4.55,9.59,0.07318311832408742,1,0,0,0,0.0,5000.0,5000.0
180,2019-10-23 10:45:00,4.55,9.62,0.06940710392323646,1,0,0,0,0.0,5000.0,5000.0
181,2019-10-23 11:00:00,4.54,9.59,0.07098289741448505,1,0,0,0,0.0,5000.0,5000.0
182,2019-10-23 11:15:00,4.53,9.6,0.06751784250014126,1,0,0,0,0.0,5000.0,5000.0
183,2019-10-23 11:30:00,4.55,9.6,0.07192313596805744,1,0,0,0,0.0,5000.0,5000.0
184,2019-10-23 13:15:00,4.54,9.61,0.06846424450105526,1,0,0,0,0.0,5000.0,5000.0
185,2019-10-23 13:30:00,4.55,9.61,0.07066446541065763,1,0,0,0,0.0,5000.0,5000.0
186,2019-10-23 13:45:00,4.53,9.62,0.06500181045532027,1,0,0,0,0.0,5000.0,5000.0
187,2019-10-23 14:00:00,4.53,9.6,0.06751784250014126,1,0,0,0,0.0,5000.0,5000.0
188,2019-10-23 14:15:00,4.54,9.57,0.07350680847977453,1,0,0,0,0.0,5000.0,5000.0
189,2019-10-23 14:30:00,4.52,9.5,0.0779672058313079,1,0,0,0,0.0,5000.0,5000.0
190,2019-10-23 14:45:00,4.52,9.52,0.07542471706840215,1,0,0,0,0.0,5000.0,5000.0
191,2019-10-23 15:00:00,4.51,9.5,0.0757523655017549,1,0,0,0,0.0,5000.0,5000.0
192,2019-10-24 09:45:00,4.5,9.51,0.07226069600942586,1,0,0,0,0.0,5000.0,5000.0
193,2019-10-24 10:00:00,4.51,9.5,0.0757523655017549,1,0,0,0,0.0,5000.0,5000.0
194,2019-10-24 10:15:00,4.52,9.54,0.07288756406757702,1,0,0,0,0.0,5000.0,5000.0
195,2019-10-24 10:30:00,4.53,9.51,0.0789052387280944,1,0,0,0,0.0,5000.0,5000.0
